epoch,train_loss,train_obj,train_reg,train_pos_anchors,train_sampled_anchors,val_loss,val_recall@0.3,val_recall@0.5,val_recall@0.7,val_miss@0.3,val_miss@0.5,val_mean_best_iou,val_best_iou_p10,val_best_iou_p50,val_best_iou_p90,val_best_score_mean,val_best_score_p10,val_best_score_p50,val_best_score_p90,val_gt_len_mean,val_best_prop_len_mean,val_props_per_gt_iou_ge_03,val_props_per_gt_iou_ge_05,val_avg_props_per_sample_with_gt,val_gt_count,val_samples_total,val_samples_with_gt,val_frac_samples_with_gt,lr,ckpt_path,val_avg_props_per_sample_all,val_frac_samples_with_any_props
11,0.04233786467630472,0.022565903903540935,0.01977196073263407,154308,2260229,0.17327184946859064,0.8657587548638133,0.7373540856031129,0.4046692607003891,0.13424124513618674,0.2626459143968871,0.5938327533667653,0.22202781587839127,0.6565662026405334,0.8379033744335175,0.8021120821276251,0.24190339744091038,0.9817634224891663,0.999888813495636,49.49610894941634,52.02745191225282,2.3638132295719845,1.1906614785992218,11.434389140271493,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_011.pt,16.91373801916933,1.0
12,0.034706295847000954,0.01718329618221133,0.017522999656654856,154308,2260229,0.1860990873372974,0.8521400778210116,0.7120622568093385,0.3754863813229572,0.14785992217898836,0.28793774319066145,0.5764305442136781,0.14551584720611577,0.6411387622356415,0.84346444606781,0.7927933654553622,0.23681756407022475,0.9797559976577759,0.9999743461608886,49.49610894941634,53.97315631487954,2.085603112840467,1.0505836575875487,10.773755656108598,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_012.pt,19.028753993610223,1.0
13,0.02999381528388281,0.014422959034180458,0.015570856235402978,154308,2260229,0.20773554393374857,0.8346303501945526,0.7217898832684825,0.33657587548638135,0.16536964980544744,0.2782101167315175,0.565744368801553,0.09913367405533798,0.6433752775192261,0.8241487741470336,0.7485937051196933,0.1576318070292473,0.9595250487327576,0.9998714923858643,49.49610894941634,58.70743923892307,2.2062256809338523,1.1653696498054475,12.728506787330316,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_013.pt,24.338658146964857,1.0
14,0.024766755862592547,0.010943946686913602,0.013822809170950441,154308,2260229,0.2087710303350635,0.8268482490272373,0.6809338521400778,0.3560311284046693,0.1731517509727627,0.31906614785992216,0.557394508446353,0.07291310951113701,0.6097804605960846,0.8370064318180084,0.8156813004833774,0.19267771393060684,0.9968858659267426,0.9999971032142639,49.49610894941634,55.937928342633676,1.943579766536965,0.9980544747081712,10.67420814479638,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_014.pt,21.891373801916934,1.0
15,0.021209885407529674,0.008973615454124315,0.012236269965555706,154308,2260229,0.20922428326603212,0.8443579766536965,0.6750972762645915,0.3638132295719844,0.1556420233463035,0.3249027237354085,0.5609467423553597,0.07249411568045616,0.6249944865703583,0.8451120495796204,0.8025035579809106,0.2064142942428589,0.9903184175491333,0.9999886751174927,49.49610894941634,57.96067663111111,1.9396887159533074,1.0136186770428015,11.013574660633484,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_015.pt,25.376996805111823,1.0
16,0.018861332332094746,0.007793711456044551,0.01106762087311395,154308,2260229,0.2131377367527218,0.8346303501945526,0.708171206225681,0.36186770428015563,0.16536964980544744,0.29182879377431903,0.5756357612544925,0.1354765146970749,0.6482314169406891,0.8372512638568879,0.8586373554163241,0.38293955326080326,0.997526228427887,0.9999990105628968,49.49610894941634,57.11549585988086,2.0583657587548636,1.066147859922179,11.778280542986426,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_016.pt,24.40894568690096,1.0
17,0.015574497682120266,0.005697048276275887,0.00987744940813773,154308,2260229,0.22602169566937608,0.8365758754863813,0.6809338521400778,0.3424124513618677,0.16342412451361865,0.31906614785992216,0.5584004377286722,0.04022770822048197,0.6258351504802704,0.8287713527679443,0.8236972937121859,0.22609803676605225,0.9990297257900238,0.9999991655349731,49.49610894941634,52.49700773921922,1.990272373540856,1.027237354085603,12.28054298642534,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_017.pt,23.364217252396166,1.0
18,0.01469907173119687,0.005552762685898796,0.009146309046835829,154308,2260229,0.236789669099415,0.8132295719844358,0.6750972762645915,0.33073929961089493,0.1867704280155642,0.3249027237354085,0.5503423047407824,0.038213746622204815,0.6244722306728363,0.8391458332538605,0.8227333228355782,0.26467107832431797,0.9973696768283844,0.9999992847442627,49.49610894941634,55.06291487059241,1.8424124513618676,0.9708171206225681,11.963800904977376,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_018.pt,22.02555910543131,1.0
19,0.013158270021663445,0.004856580775010659,0.008301689246615078,154308,2260229,0.1852993487416037,0.8540856031128404,0.6789883268482491,0.3560311284046693,0.14591439688715957,0.32101167315175094,0.570814647331312,0.13560563623905184,0.6331783831119537,0.8570583879947662,0.7688716869592062,0.19747305065393447,0.9638835191726685,0.9999730229377747,49.49610894941634,54.19366054683344,2.087548638132296,1.027237354085603,10.76923076923077,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_019.pt,14.134185303514377,1.0
20,0.011846308225808887,0.004144818166844744,0.007701490073496358,154308,2260229,0.24311369336729877,0.7976653696498055,0.6770428015564203,0.3540856031128405,0.2023346303501945,0.32295719844357973,0.5461949991707324,0.0,0.6282907724380493,0.8234657526016236,0.8083545233147317,0.19751864075660708,0.9960103332996368,0.999996030330658,49.49610894941634,55.670054298430564,1.7996108949416343,0.9902723735408561,11.28054298642534,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_020.pt,24.814696485623003,1.0
21,0.010257350452803864,0.003136394009403415,0.007120956442131952,154308,2260229,0.24221050892532975,0.8326848249027238,0.6750972762645915,0.35992217898832685,0.16731517509727623,0.3249027237354085,0.5658022184142343,0.047753696888685304,0.6340167224407196,0.8533700287342072,0.8446050901987361,0.2909248471260071,0.9993165731430054,0.9999996423721313,49.49610894941634,50.743295897769556,1.88715953307393,0.9649805447470817,10.895927601809955,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_021.pt,19.223642172523963,1.0
22,0.010001402278037638,0.0033813806908577428,0.0066200215837364145,154308,2260229,0.2704455933469446,0.7782101167315175,0.6536964980544747,0.311284046692607,0.22178988326848248,0.3463035019455253,0.5291709177167035,0.0,0.6088384091854095,0.8438825726509094,0.831537419833551,0.27856228947639466,0.9981938302516937,0.9999996066093445,49.49610894941634,54.10321151792771,1.7568093385214008,0.9455252918287937,9.221719457013574,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_022.pt,19.217252396166135,1.0
23,0.009032706103302417,0.002835384088442786,0.006197322007911348,154308,2260229,0.2703848168607171,0.8093385214007782,0.6828793774319066,0.3229571984435798,0.19066147859922178,0.31712062256809337,0.5422944068647776,0.0,0.6118208169937134,0.8265849590301514,0.8096186073887935,0.22483225315809252,0.9970129132270813,0.999998414516449,49.49610894941634,49.356367736475015,1.8268482490272373,0.9669260700389105,14.615384615384615,514,313,221,0.7060702875399361,0.0001,/home/joshua/Coronary_R-CNN/RPN_results/fe_rpn_20260108_175945/checkpoints/epoch_023.pt,27.450479233226837,1.0
